4,062
1,536
8,451
4,03
5,473
8,365
1,24
1,902
0,838
2,875
3,723
1,944
1,23
1,159
0,683
3,973
2,056
1,981
5,025
4,99
4,539
3,538
2,669
6,942
4,944
